ncs_code;nom;noirceur%;saturation%;teinte;temperature;luminosite;clarte;is_neutre
S3020-R;Vieux rose foncé;30;20;R;chaud;mat;foncé;0
S3020-R10B;Beige rosé;30;20;R10B;chaud;mat;foncé;0
S3020-R20B;Beige rosé;30;20;R20B;chaud;mat;foncé;0
S3020-R30B;Beige rosé;30;20;R30B;chaud;mat;foncé;0
S3020-R40B;Bleu rosé;30;20;R40B;chaud;mat;foncé;0
S3020-Y;Beige olive;30;20;Y;chaud;mat;foncé;0
S3020-Y10R;Beige foncé;30;20;Y10R;chaud;mat;foncé;0
S3020-Y20R;Jaune sable- Brun clair;30;20;Y20R;chaud;mat;foncé;0
S3020-Y30R;Beige foncé;30;20;Y30R;chaud;mat;foncé;0
S3020-Y40R;Brun beige;30;20;Y40R;chaud;mat;foncé;0
S3020-Y50R;Beige foncé;30;20;Y50R;chaud;mat;foncé;0
S3020-Y60R;Gris beige- Brun beige;30;20;Y60R;chaud;mat;foncé;0
S3020-Y70R;Brun clair;30;20;Y70R;chaud;mat;foncé;0
S3020-Y80R;Brun rose;30;20;Y80R;chaud;mat;foncé;0
S3020-Y90R;Brun clair;30;20;Y90R;chaud;mat;foncé;0
S3030-G50Y;Vert Neutre chaud;30;30;G50Y;chaud;mat;foncé;1
S3030-G60Y;Vert Kaki Neutre chaud;30;30;G60Y;chaud;mat;foncé;1
S3030-G70Y;Vert kaki Neutre chaud;30;30;G70Y;chaud;mat;foncé;1
S3030-G80Y;Vert kaki Neutre chaud;30;30;G80Y;chaud;mat;foncé;1
S3030-G90Y;Jaune olive - Vert kaki Neutre chaud;30;30;G90Y;chaud;mat;foncé;1
S3030-R;Rose rouge Neutre chaud;30;30;R;chaud;mat;foncé;1
S3030-R10B;Bleu rosé Neutre chaud;30;30;R10B;chaud;mat;foncé;1
S3030-R20B;Bleu rosé Neutre chaud;30;30;R20B;chaud;mat;foncé;1
S3030-R30B;Violet Neutre chaud;30;30;R30B;chaud;mat;foncé;1
S3030-R40B;Violet Neutre chaud;30;30;R40B;chaud;mat;foncé;1
S3030-Y;Jaune beige Neutre chaud;30;30;Y;chaud;mat;foncé;1
S3030-Y10R;Jaune ocre Neutre chaud;30;30;Y10R;chaud;mat;foncé;1
S3030-Y20R;Jaune beige Neutre chaud;30;30;Y20R;chaud;mat;foncé;1
S3030-Y30R;Jaune brun Neutre chaud;30;30;Y30R;chaud;mat;foncé;1
S3030-Y40R;Brun beige Neutre chaud;30;30;Y40R;chaud;mat;foncé;1
S3030-Y50R;Jaune brun Neutre chaud;30;30;Y50R;chaud;mat;foncé;1
S3030-Y60R;Rouge saumon Neutre chaud;30;30;Y60R;chaud;mat;foncé;1
S3030-Y70R;Jaune brun Neutre chaud;30;30;Y70R;chaud;mat;foncé;1
S3030-Y80R;Rose foncé Neutre chaud;30;30;Y80R;chaud;mat;foncé;1
S3030-Y90R;Bleu rosé Neutre chaud;30;30;Y90R;chaud;mat;foncé;1
S3040-G50Y;Vert;30;40;G50Y;chaud;mat;foncé;0
S3040-G60Y;Vert;30;40;G60Y;chaud;mat;foncé;0
S3040-G70Y;Vert;30;40;G70Y;chaud;mat;foncé;0
S3040-G80Y;Beige vert;30;40;G80Y;chaud;mat;foncé;0
S3040-G90Y;Beige vert;30;40;G90Y;chaud;mat;foncé;0
S3040-R;Rouge;30;40;R;chaud;mat;foncé;0
S3040-R10B;Rouge;30;40;R10B;chaud;mat;foncé;0
S3040-R20B;Violet rouge;30;40;R20B;chaud;mat;foncé;0
S3040-R30B;Violet;30;40;R30B;chaud;mat;foncé;0
S3040-R40B;Lilas;30;40;R40B;chaud;mat;foncé;0
S3040-Y;Vert;30;40;Y;chaud;mat;foncé;0
S3040-Y10R;Brun vert;30;40;Y10R;chaud;mat;foncé;0
S3040-Y20R;Brun clair;30;40;Y20R;chaud;mat;foncé;0
S3040-Y30R;Brun clair;30;40;Y30R;chaud;mat;foncé;0
S3040-Y40R;Jaune ocre- Brun clair;30;40;Y40R;chaud;mat;foncé;0
S3040-Y50R;Brun clair;30;40;Y50R;chaud;mat;foncé;0
S3040-Y60R;Brun clair;30;40;Y60R;chaud;mat;foncé;0
S3040-Y70R;Brun;30;40;Y70R;chaud;mat;foncé;0
S3040-Y80R;Rouge brun;30;40;Y80R;chaud;mat;foncé;0
S3040-Y90R;Vieux rose foncé;30;40;Y90R;chaud;mat;foncé;0
S3502-R;Gris;35;2;R;chaud;mat;foncé;0
S3502-Y;Gris;35;2;Y;chaud;mat;foncé;0
S4005-G50Y;Gris vert;40;5;G50Y;chaud;mat;foncé;0
S4005-G80Y;Beige brun;40;5;G80Y;chaud;mat;foncé;0
S4005-R20B;Gris rouge;40;5;R20B;chaud;mat;foncé;0
S4005-Y20R;Brun beige;40;5;Y20R;chaud;mat;foncé;0
S4005-Y50R;Beige;40;5;Y50R;chaud;mat;foncé;0
S4005-Y80R;Rouge beige;40;5;Y80R;chaud;mat;foncé;0
S4010-G50Y;Gris olive;40;10;G50Y;chaud;mat;foncé;0
S4010-G70Y;Gris olive;40;10;G70Y;chaud;mat;foncé;0
S4010-G90Y;Gris olive;40;10;G90Y;chaud;mat;foncé;0
S4010-R10B;Beige rouge;40;10;R10B;chaud;mat;foncé;0
S4010-R30B;Lilas pâle;40;10;R30B;chaud;mat;foncé;0
S4010-Y10R;Brun gris;40;10;Y10R;chaud;mat;foncé;0
S4010-Y30R;Brun gris;40;10;Y30R;chaud;mat;foncé;0
S4010-Y50R;Brun gris;40;10;Y50R;chaud;mat;foncé;0
S4010-Y70R;Brun gris;40;10;Y70R;chaud;mat;foncé;0
S4010-Y90R;Brun gris;40;10;Y90R;chaud;mat;foncé;0
S4020-G50Y;Citron vert;40;20;G50Y;chaud;mat;foncé;0
S4020-G70Y;Vert;40;20;G70Y;chaud;mat;foncé;0
S4020-G90Y;Vert;40;20;G90Y;chaud;mat;foncé;0
S4020-R;Rouge brun;40;20;R;chaud;mat;foncé;0
S4020-R10B;Rouge brun;40;20;R10B;chaud;mat;foncé;0
S4020-R20B;Rouge bleu;40;20;R20B;chaud;mat;foncé;0
S4020-R30B;Rouge bleu;40;20;R30B;chaud;mat;foncé;0
S4020-R40B;Rouge bleu;40;20;R40B;chaud;mat;foncé;0
S4020-Y;Vert brun;40;20;Y;chaud;mat;foncé;0
S4020-Y10R;Vert brun;40;20;Y10R;chaud;mat;foncé;0
S4020-Y20R;Vert brun;40;20;Y20R;chaud;mat;foncé;0
S4020-Y30R;Brun clair;40;20;Y30R;chaud;mat;foncé;0
S4020-Y40R;Brun fauve;40;20;Y40R;chaud;mat;foncé;0
S4020-Y50R;Brun;40;20;Y50R;chaud;mat;foncé;0
S4020-Y60R;Brun;40;20;Y60R;chaud;mat;foncé;0
S4020-Y70R;Brun rouge;40;20;Y70R;chaud;mat;foncé;0
S4020-Y80R;Brun rouge;40;20;Y80R;chaud;mat;foncé;0
S4020-Y90R;Brun rouge;40;20;Y90R;chaud;mat;foncé;0
S4030-G50Y;Vert;40;30;G50Y;chaud;mat;foncé;0
S4030-G70Y;Vert kaki;40;30;G70Y;chaud;mat;foncé;0
S4030-G90Y;Vert Kaki;40;30;G90Y;chaud;mat;foncé;0
S4030-R;Rouge brun;40;30;R;chaud;mat;foncé;0
S4030-R10B;Rouge brun;40;30;R10B;chaud;mat;foncé;0
S4030-R20B;Violet;40;30;R20B;chaud;mat;foncé;0
S4030-R30B;Violet;40;30;R30B;chaud;mat;foncé;0
S4030-R40B;Violet;40;30;R40B;chaud;mat;foncé;0
S4030-Y;Brun;40;30;Y;chaud;mat;foncé;0
S4030-Y10R;Brun;40;30;Y10R;chaud;mat;foncé;0
S4030-Y20R;Brun beige;40;30;Y20R;chaud;mat;foncé;0
S4030-Y30R;Brun;40;30;Y30R;chaud;mat;foncé;0
S4030-Y40R;Brun;40;30;Y40R;chaud;mat;foncé;0
S4030-Y50R;Brun;40;30;Y50R;chaud;mat;foncé;0
S4030-Y60R;Brun;40;30;Y60R;chaud;mat;foncé;0
S4030-Y70R;Brun;40;30;Y70R;chaud;mat;foncé;0
S4030-Y80R;Brun;40;30;Y80R;chaud;mat;foncé;0
S4030-Y90R;Brun rouge;40;30;Y90R;chaud;mat;foncé;0
S4040-G50Y;Vert;40;40;G50Y;chaud;mat;foncé;0
S4040-G60Y;Vert;40;40;G60Y;chaud;mat;foncé;0
S4040-G70Y;Vert;40;40;G70Y;chaud;mat;foncé;0
S4040-G80Y;Brun;40;40;G80Y;chaud;mat;foncé;0
S4040-G90Y;Olive;40;40;G90Y;chaud;mat;foncé;0
S4040-R;Rouge;40;40;R;chaud;mat;foncé;0
S4040-R10B;Rouge foncé;40;40;R10B;chaud;mat;foncé;0
S4040-R20B;Bordeau;40;40;R20B;chaud;mat;foncé;0
S4040-R30B;Violet;40;40;R30B;chaud;mat;foncé;0
S4040-R40B;Lilas;40;40;R40B;chaud;mat;foncé;0
S4040-Y;Brun vert;40;40;Y;chaud;mat;foncé;0
S4040-Y10R;Brun vert;40;40;Y10R;chaud;mat;foncé;0
S4040-Y20R;Brun;40;40;Y20R;chaud;mat;foncé;0
S4040-Y30R;Brun;40;40;Y30R;chaud;mat;foncé;0
S4040-Y40R;Brun;40;40;Y40R;chaud;mat;foncé;0
S4040-Y50R;Brun;40;40;Y50R;chaud;mat;foncé;0
S4040-Y60R;Brun;40;40;Y60R;chaud;mat;foncé;0
S4040-Y70R;Rouge brun;40;40;Y70R;chaud;mat;foncé;0
S4040-Y80R;Rouge brun;40;40;Y80R;chaud;mat;foncé;0
S4040-Y90R;Rouge brun;40;40;Y90R;chaud;mat;foncé;0
S4502-R;Gris Automne;45;2;R;chaud;mat;foncé;0
S4502-Y;Gris;45;2;Y;chaud;mat;foncé;0
S5005-G50Y;Gris vert;50;5;G50Y;chaud;mat;foncé;0
S5005-G80Y;Beige foncé;50;5;G80Y;chaud;mat;foncé;0
S5005-R20B;Gris violet;50;5;R20B;chaud;mat;foncé;0
S5005-Y20R;Gris brun;50;5;Y20R;chaud;mat;foncé;0
S5005-Y50R;Gris brun;50;5;Y50R;chaud;mat;foncé;0
S5005-Y80R;Gris brun;50;5;Y80R;chaud;mat;foncé;0
S5010-G50Y;Jaune gris;50;10;G50Y;chaud;mat;foncé;0
S5010-G70Y;Jaune gris;50;10;G70Y;chaud;mat;foncé;0
S5010-G90Y;Jaune gris;50;10;G90Y;chaud;mat;foncé;0
S5010-R10B;Brun violet;50;10;R10B;chaud;mat;foncé;0
S5010-R30B;Rose;50;10;R30B;chaud;mat;foncé;0
S5010-Y10R;Brun;50;10;Y10R;chaud;mat;foncé;0
S5010-Y30R;Brun beige;50;10;Y30R;chaud;mat;foncé;0
S5010-Y50R;Brun;50;10;Y50R;chaud;mat;foncé;0
S5010-Y70R;Brun;50;10;Y70R;chaud;mat;foncé;0
S5010-Y90R;Brun rouge;50;10;Y90R;chaud;mat;foncé;0
S5020-G50Y;Vert;50;20;G50Y;chaud;mat;foncé;0
S5020-G70Y;Vert jonc;50;20;G70Y;chaud;mat;foncé;0
S5020-G90Y;Vert jonc;50;20;G90Y;chaud;mat;foncé;0
S5020-R;Rouge brun;50;20;R;chaud;mat;foncé;0
S5020-R10B;Rouge brun;50;20;R10B;chaud;mat;foncé;0
S5020-R20B;Rouge brun;50;20;R20B;chaud;mat;foncé;0
S5020-R30B;Rouge bleu;50;20;R30B;chaud;mat;foncé;0
S5020-R40B;Rouge bleu;50;20;R40B;chaud;mat;foncé;0
S5020-Y;Brun vert;50;20;Y;chaud;mat;foncé;0
S5020-Y10R;Brun vert;50;20;Y10R;chaud;mat;foncé;0
S5020-Y20R;Brun vert;50;20;Y20R;chaud;mat;foncé;0
S5020-Y30R;Brun vert;50;20;Y30R;chaud;mat;foncé;0
S5020-Y40R;Brun;50;20;Y40R;chaud;mat;foncé;0
S5020-Y50R;Brun;50;20;Y50R;chaud;mat;foncé;0
S5020-Y60R;Brun;50;20;Y60R;chaud;mat;foncé;0
S5020-Y70R;Brun;50;20;Y70R;chaud;mat;foncé;0
S5020-Y80R;Beige rouge;50;20;Y80R;chaud;mat;foncé;0
S5020-Y90R;Rouge brun;50;20;Y90R;chaud;mat;foncé;0
S5030-G50Y;Vert;50;30;G50Y;chaud;mat;foncé;0
S5030-G70Y;Vert olive;50;30;G70Y;chaud;mat;foncé;0
S5030-G90Y;Olive;50;30;G90Y;chaud;mat;foncé;0
S5030-R;Rouge brun;50;30;R;chaud;mat;foncé;0
S5030-R10B;Rouge bleu;50;30;R10B;chaud;mat;foncé;0
S5030-R20B;Rouge bleu;50;30;R20B;chaud;mat;foncé;0
S5030-R30B;Violet;50;30;R30B;chaud;mat;foncé;0
S5030-R40B;Violet;50;30;R40B;chaud;mat;foncé;0
S5030-Y;Brun vert;50;30;Y;chaud;mat;foncé;0
S5030-Y10R;Brun vert;50;30;Y10R;chaud;mat;foncé;0
S5030-Y20R;Brun;50;30;Y20R;chaud;mat;foncé;0
S5030-Y30R;Brun;50;30;Y30R;chaud;mat;foncé;0
S5030-Y40R;Brun;50;30;Y40R;chaud;mat;foncé;0
S5030-Y50R;Brun;50;30;Y50R;chaud;mat;foncé;0
S5030-Y60R;Brun;50;30;Y60R;chaud;mat;foncé;0
S5030-Y70R;Brun;50;30;Y70R;chaud;mat;foncé;0
S5030-Y80R;Brun rouge;50;30;Y80R;chaud;mat;foncé;0
S5030-Y90R;Brun rouge;50;30;Y90R;chaud;mat;foncé;0
S5040-G50Y;Vert;50;40;G50Y;chaud;mat;foncé;0
S5040-G60Y;Vert;50;40;G60Y;chaud;mat;foncé;0
S5040-G70Y;Vert;50;40;G70Y;chaud;mat;foncé;0
S5040-G80Y;Vert brun;50;40;G80Y;chaud;mat;foncé;0
S5040-G90Y;Vert brun;50;40;G90Y;chaud;mat;foncé;0
S5040-R;Rouge foncé;50;40;R;chaud;mat;foncé;0
S5040-R10B;Rouge foncé;50;40;R10B;chaud;mat;foncé;0
S5040-R20B;Rouge foncé;50;40;R20B;chaud;mat;foncé;0
S5040-R30B;Violet foncé;50;40;R30B;chaud;mat;foncé;0
S5040-R40B;Violet;50;40;R40B;chaud;mat;foncé;0
S5040-Y;Olive vert;50;40;Y;chaud;mat;foncé;0
S5040-Y10R;Brun vert;50;40;Y10R;chaud;mat;foncé;0
S5040-Y20R;Brun;50;40;Y20R;chaud;mat;foncé;0
S5040-Y30R;Brun;50;40;Y30R;chaud;mat;foncé;0
S5040-Y40R;Brun;50;40;Y40R;chaud;mat;foncé;0
S5040-Y50R;Brun;50;40;Y50R;chaud;mat;foncé;0
S5040-Y60R;Rouge brun;50;40;Y60R;chaud;mat;foncé;0
S5040-Y70R;Rouge brun;50;40;Y70R;chaud;mat;foncé;0
S5040-Y80R;Rouge brun;50;40;Y80R;chaud;mat;foncé;0
S5040-Y90R;Brun rouge;50;40;Y90R;chaud;mat;foncé;0
S5502-R;Gris;55;2;R;chaud;mat;foncé;0
S5502-Y;Gris;55;2;Y;chaud;mat;foncé;0
S5540-G50Y;Vert;55;40;G50Y;chaud;mat;foncé;0
S5540-G60Y;Vert;55;40;G60Y;chaud;mat;foncé;0
S5540-G70Y;Vert;55;40;G70Y;chaud;mat;foncé;0
S5540-Y90R;Rouge;55;40;Y90R;chaud;mat;foncé;0
S6005-G50Y;Gris vert;60;5;G50Y;chaud;mat;foncé;0
S6005-G80Y;Gris brun;60;5;G80Y;chaud;mat;foncé;0
S6005-R20B;Gris brun;60;5;R20B;chaud;mat;foncé;0
S6005-Y20R;Gris brun;60;5;Y20R;chaud;mat;foncé;0
S6005-Y50R;Gris brun;60;5;Y50R;chaud;mat;foncé;0
S6005-Y80R;Gris brun;60;5;Y80R;chaud;mat;foncé;0
S6010-G50Y;Vert gris;60;10;G50Y;chaud;mat;foncé;0
S6010-G70Y;Gris mousse;60;10;G70Y;chaud;mat;foncé;0
S6010-G90Y;Gris mousse;60;10;G90Y;chaud;mat;foncé;0
S6010-R10B;Gris rouge;60;10;R10B;chaud;mat;foncé;0
S6010-R30B;Violet brun;60;10;R30B;chaud;mat;foncé;0
S6010-Y10R;Brun;60;10;Y10R;chaud;mat;foncé;0
S6010-Y30R;Brun;60;10;Y30R;chaud;mat;foncé;0
S6010-Y50R;Brun cuivré- argile;60;10;Y50R;chaud;mat;foncé;0
S6010-Y70R;Brun;60;10;Y70R;chaud;mat;foncé;0
S6010-Y90R;Brun;60;10;Y90R;chaud;mat;foncé;0
S6020-G50Y;Brun vert;60;20;G50Y;chaud;mat;foncé;0
S6020-G70Y;Olive;60;20;G70Y;chaud;mat;foncé;0
S6020-G90Y;Brun olive;60;20;G90Y;chaud;mat;foncé;0
S6020-R;Brun violet;60;20;R;chaud;mat;foncé;0
S6020-R10B;Violet rouge;60;20;R10B;chaud;mat;foncé;0
S6020-R20B;Violet;60;20;R20B;chaud;mat;foncé;0
S6020-R30B;Violet;60;20;R30B;chaud;mat;foncé;0
S6020-R40B;Violet foncé;60;20;R40B;chaud;mat;foncé;0
S6020-Y;Brun;60;20;Y;chaud;mat;foncé;0
S6020-Y10R;Brun;60;20;Y10R;chaud;mat;foncé;0
S6020-Y20R;Brun;60;20;Y20R;chaud;mat;foncé;0
S6020-Y30R;Brun;60;20;Y30R;chaud;mat;foncé;0
S6020-Y40R;Brun;60;20;Y40R;chaud;mat;foncé;0
S6020-Y50R;Brun;60;20;Y50R;chaud;mat;foncé;0
S6020-Y60R;Brun;60;20;Y60R;chaud;mat;foncé;0
S6020-Y70R;Brun;60;20;Y70R;chaud;mat;foncé;0
S6020-Y80R;Rouge brun;60;20;Y80R;chaud;mat;foncé;0
S6020-Y90R;Rouge brun;60;20;Y90R;chaud;mat;foncé;0
S6030-G50Y;Vert brun;60;30;G50Y;chaud;mat;foncé;0
S6030-G70Y;Vert olive;60;30;G70Y;chaud;mat;foncé;0
S6030-G90Y;Brun;60;30;G90Y;chaud;mat;foncé;0
S6030-R;Rouge vin;60;30;R;chaud;mat;foncé;0
S6030-R10B;Rouge vin;60;30;R10B;chaud;mat;foncé;0
S6030-R20B;Bordeau;60;30;R20B;chaud;mat;foncé;0
S6030-R30B;Bordeaux;60;30;R30B;chaud;mat;foncé;0
S6030-R40B;Violet;60;30;R40B;chaud;mat;foncé;0
S6030-Y;Brun;60;30;Y;chaud;mat;foncé;0
S6030-Y10R;Brun olivâtre;60;30;Y10R;chaud;mat;foncé;0
S6030-Y20R;Brun;60;30;Y20R;chaud;mat;foncé;0
S6030-Y30R;Brun;60;30;Y30R;chaud;mat;foncé;0
S6030-Y40R;Brun;60;30;Y40R;chaud;mat;foncé;0
S6030-Y50R;Brun;60;30;Y50R;chaud;mat;foncé;0
S6030-Y60R;Brun;60;30;Y60R;chaud;mat;foncé;0
S6030-Y70R;Brun chevreuil;60;30;Y70R;chaud;mat;foncé;0
S6030-Y80R;Brun rouge;60;30;Y80R;chaud;mat;foncé;0
S6030-Y90R;Rouge brun;60;30;Y90R;chaud;mat;foncé;0
S6502-R;Gris;65;2;R;chaud;mat;foncé;0
S6502-Y;Gris;65;2;Y;chaud;mat;foncé;0
S6530-G50Y;Vert;65;30;G50Y;chaud;mat;foncé;0
S7005-G50Y;Gris foncé;70;5;G50Y;chaud;mat;foncé;0
S7005-G80Y;Gris brun;70;5;G80Y;chaud;mat;foncé;0
S7005-R20B;Gris rouge;70;5;R20B;chaud;mat;foncé;0
S7005-Y20R;Gris brun;70;5;Y20R;chaud;mat;foncé;0
S7005-Y50R;Brun;70;5;Y50R;chaud;mat;foncé;0
S7005-Y80R;Gris brun;70;5;Y80R;chaud;mat;foncé;0
S7010-G50Y;Olive gris;70;10;G50Y;chaud;mat;foncé;0
S7010-G70Y;Olive foncé;70;10;G70Y;chaud;mat;foncé;0
S7010-G90Y;Olive foncé;70;10;G90Y;chaud;mat;foncé;0
S7010-R10B;Rouge brun;70;10;R10B;chaud;mat;foncé;0
S7010-R30B;Brun foncé;70;10;R30B;chaud;mat;foncé;0
S7010-Y10R;Brun;70;10;Y10R;chaud;mat;foncé;0
S7010-Y30R;Brun;70;10;Y30R;chaud;mat;foncé;0
S7010-Y50R;Brun;70;10;Y50R;chaud;mat;foncé;0
S7010-Y70R;Brun foncé;70;10;Y70R;chaud;mat;foncé;0
S7010-Y90R;Brun foncé;70;10;Y90R;chaud;mat;foncé;0
S7020-G50Y;Olive;70;20;G50Y;chaud;mat;foncé;0
S7020-G70Y;Olive;70;20;G70Y;chaud;mat;foncé;0
S7020-G90Y;Olive brun;70;20;G90Y;chaud;mat;foncé;0
S7020-R;Rouge foncé;70;20;R;chaud;mat;foncé;0
S7020-R10B;Rouge foncé;70;20;R10B;chaud;mat;foncé;0
S7020-R20B;Violet;70;20;R20B;chaud;mat;foncé;0
S7020-R30B;Violet foncé;70;20;R30B;chaud;mat;foncé;0
S7020-R40B;Violet;70;20;R40B;chaud;mat;foncé;0
S7020-Y;Brun;70;20;Y;chaud;mat;foncé;0
S7020-Y10R;Brun;70;20;Y10R;chaud;mat;foncé;0
S7020-Y20R;Brun;70;20;Y20R;chaud;mat;foncé;0
S7020-Y30R;Brun;70;20;Y30R;chaud;mat;foncé;0
S7020-Y40R;Brun;70;20;Y40R;chaud;mat;foncé;0
S7020-Y50R;Brun noyé;70;20;Y50R;chaud;mat;foncé;0
S7020-Y60R;Brun;70;20;Y60R;chaud;mat;foncé;0
S7020-Y70R;Brun rouge- sépia- Brun foncé;70;20;Y70R;chaud;mat;foncé;0
S7020-Y80R;Brun foncé;70;20;Y80R;chaud;mat;foncé;0
S7020-Y90R;Rouge brun;70;20;Y90R;chaud;mat;foncé;0
S7502-R;Gris foncé;75;2;R;chaud;mat;foncé;0
S7502-Y;Gris foncé;75;2;Y;chaud;mat;foncé;0
S8005-G50Y;Gris foncé;80;5;G50Y;chaud;mat;foncé;0
S8005-G80Y;Brun foncé;80;5;G80Y;chaud;mat;foncé;0
S8005-R20B;Brun foncé;80;5;R20B;chaud;mat;foncé;0
S8005-Y20R;Brun foncé;80;5;Y20R;chaud;mat;foncé;0
S8005-Y50R;Brun foncé;80;5;Y50R;chaud;mat;foncé;0
S8005-Y80R;Brun foncé;80;5;Y80R;chaud;mat;foncé;0
S8010-G50Y;Vert;80;10;G50Y;chaud;mat;foncé;0
S8010-G70Y;Brun;80;10;G70Y;chaud;mat;foncé;0
S8010-G90Y;Brun;80;10;G90Y;chaud;mat;foncé;0
S8010-R10B;Rouge noir;80;10;R10B;chaud;mat;foncé;0
S8010-R30B;Violet noir;80;10;R30B;chaud;mat;foncé;0
S8010-Y10R;Brun foncé;80;10;Y10R;chaud;mat;foncé;0
S8010-Y30R;Brun foncé;80;10;Y30R;chaud;mat;foncé;0
S8010-Y50R;Brun foncé;80;10;Y50R;chaud;mat;foncé;0
S8010-Y70R;Brun foncé;80;10;Y70R;chaud;mat;foncé;0
S8010-Y90R;Brun foncé;80;10;Y90R;chaud;mat;foncé;0
S8502-R;Gris brun;85;2;R;chaud;mat;foncé;0
S8502-Y;Gris foncé;85;2;Y;chaud;mat;foncé;0
S8505-G80Y;Brun foncé;85;5;G80Y;chaud;mat;foncé;0
S8505-R20B;Brun foncé;85;5;R20B;chaud;mat;foncé;0
S8505-Y20R;Brun foncé;85;5;Y20R;chaud;mat;foncé;0
S8505-Y80R;Brun foncé;85;5;Y80R;chaud;mat;foncé;0
S0550-G10Y;Vert clair;5;50;G10Y;froid;lumineux;clair;0
S0550-G20Y;Vert clair;5;50;G20Y;froid;lumineux;clair;0
S0550-G30Y;Vert clair;5;50;G30Y;froid;lumineux;clair;0
S0550-G40Y;Jaune vert;5;50;G40Y;froid;lumineux;clair;0
S0560-G10Y;Vert;5;60;G10Y;froid;lumineux;clair;0
S0560-G20Y;Vert;5;60;G20Y;froid;lumineux;clair;0
S0560-G30Y;Vert clair;5;60;G30Y;froid;lumineux;clair;0
S0560-G40Y;Vert clair;5;60;G40Y;froid;lumineux;clair;0
S0565-G10Y;Vert;5;65;G10Y;froid;lumineux;clair;0
S0570-G20Y;Vert;5;70;G20Y;froid;lumineux;clair;0
S0570-G30Y;Vert clair ¨;5;70;G30Y;froid;lumineux;clair;0
S0570-G40Y;Vert clair;5;70;G40Y;froid;lumineux;clair;0
S0575-G20Y;Vert;5;75;G20Y;froid;lumineux;clair;0
S0575-G40Y;Vert clair;5;75;G40Y;froid;lumineux;clair;0
S0580-G30Y;Vert;5;80;G30Y;froid;lumineux;clair;0
S1050-B;Bleu clair;10;50;B;froid;lumineux;clair;0
S1050-B10G;Bleu clair;10;50;B10G;froid;lumineux;clair;0
S1050-B20G;Bleu clair;10;50;B20G;froid;lumineux;clair;0
S1050-B30G;Bleu clair;10;50;B30G;froid;lumineux;clair;0
S1050-B40G;Bleu clair;10;50;B40G;froid;lumineux;clair;0
S1050-B50G;Vert clair;10;50;B50G;froid;lumineux;clair;0
S1050-B60G;Vert;10;50;B60G;froid;lumineux;clair;0
S1050-B70G;Vert clair;10;50;B70G;froid;lumineux;clair;0
S1050-B80G;Vert clair;10;50;B80G;froid;lumineux;clair;0
S1050-B90G;Vert clair;10;50;B90G;froid;lumineux;clair;0
S1050-G;Vert;10;50;G;froid;lumineux;clair;0
S1050-G10Y;Vert;10;50;G10Y;froid;lumineux;clair;0
S1050-G20Y;Vert;10;50;G20Y;froid;lumineux;clair;0
S1050-G30Y;Vert;10;50;G30Y;froid;lumineux;clair;0
S1050-G40Y;Vert;10;50;G40Y;froid;lumineux;clair;0
S1050-R90B;Bleu clair;10;50;R90B;froid;lumineux;clair;0
S1055-B90G;Vert clair;10;55;B90G;froid;lumineux;clair;0
S1060-B;Bleu clair;10;60;B;froid;lumineux;clair;0
S1060-G;Vert clair;10;60;G;froid;lumineux;clair;0
S1060-G10Y;Vert;10;60;G10Y;froid;lumineux;clair;0
S1060-G20Y;Vert clair;10;60;G20Y;froid;lumineux;clair;0
S1060-G30Y;Vert clair;10;60;G30Y;froid;lumineux;clair;0
S1060-G40Y;Vert clair;10;60;G40Y;froid;lumineux;clair;0
S1070-G10Y;Vert;10;70;G10Y;froid;lumineux;clair;0
S1070-G20Y;Vert;10;70;G20Y;froid;lumineux;clair;0
S1070-G30Y;Vert;10;70;G30Y;froid;lumineux;clair;0
S1070-G40Y;Vert;10;70;G40Y;froid;lumineux;clair;0
S1075-G20Y;Vert;10;75;G20Y;froid;lumineux;clair;0
S1075-G40Y;Vert;10;75;G40Y;froid;lumineux;clair;0
S1080-G30Y;Vert;10;80;G30Y;froid;lumineux;clair;0
S1550-R70B;Bleu violet;15;50;R70B;froid;lumineux;clair;0
S1550-R80B;Bleu;15;50;R80B;froid;lumineux;clair;0
S1555-B10G;Bleu clair;15;55;B10G;froid;lumineux;clair;0
S1555-R70B;Bleu violet;15;55;R70B;froid;lumineux;clair;0
S1555-R80B;Bleu;15;55;R80B;froid;lumineux;clair;0
S1560-R90B;Bleu;15;60;R90B;froid;lumineux;clair;0
S1565-B;Bleu clair;15;65;B;froid;lumineux;clair;0
S1565-G;Vert;15;65;G;froid;lumineux;clair;0
S2050-B;Bleu clair;20;50;B;froid;lumineux;clair;0
S2050-B10G;Bleu clair;20;50;B10G;froid;lumineux;clair;0
S2050-B20G;Bleu clair;20;50;B20G;froid;lumineux;clair;0
S2050-B30G;Bleu;20;50;B30G;froid;lumineux;clair;0
S2050-B40G;Bleu;20;50;B40G;froid;lumineux;clair;0
S2050-B50G;Vert;20;50;B50G;froid;lumineux;clair;0
S2050-B60G;Vert;20;50;B60G;froid;lumineux;clair;0
S2050-B70G;Vert clair;20;50;B70G;froid;lumineux;clair;0
S2050-B80G;Vert clair;20;50;B80G;froid;lumineux;clair;0
S2050-B90G;Vert clair;20;50;B90G;froid;lumineux;clair;0
S2050-G;Vert;20;50;G;froid;lumineux;clair;0
